ID,Time,Emotion,Probabilities
0,2023-06-12 01:43:26.370874,happy,"[4.0280134e-03 8.6520048e-04 7.3462268e-03 9.7563869e-01 2.0641224e-03
 3.0301668e-04 9.7548272e-03]"
0,2023-06-12 01:43:26.705437,neutral,"[0.14469746 0.00396589 0.16837229 0.23154506 0.12981288 0.00630986
 0.31529653]"
0,2023-06-12 01:43:27.062656,neutral,"[0.04018736 0.00370957 0.22478034 0.03642513 0.05641745 0.01511213
 0.623368  ]"
0,2023-06-12 01:43:27.364448,neutral,"[0.05132844 0.01131972 0.22564413 0.11309221 0.07525472 0.01017052
 0.51319027]"
0,2023-06-12 01:43:27.637445,neutral,"[0.04856486 0.00704809 0.2204722  0.12836486 0.11894843 0.00592952
 0.47067198]"
0,2023-06-12 01:43:27.882863,neutral,"[0.04992983 0.01621352 0.21252939 0.05321355 0.07793763 0.0036652
 0.58651096]"
0,2023-06-12 01:43:28.143864,neutral,"[0.02858204 0.00769185 0.16589233 0.13985282 0.05860791 0.00421247
 0.5951606 ]"
0,2023-06-12 01:43:28.389475,neutral,"[0.05864282 0.00362716 0.2766811  0.05255715 0.04225229 0.01449341
 0.55174613]"
0,2023-06-12 01:43:28.617503,scared,"[0.09168064 0.0136803  0.42631605 0.1136314  0.05218486 0.01702442
 0.2854823 ]"
0,2023-06-12 01:43:28.844104,scared,"[0.08081182 0.04231166 0.33579317 0.11156641 0.10563906 0.00637274
 0.31750518]"
